epoch,accuracy,loss,val_accuracy,val_loss
0,0.8683000206947327,0.4747135639190674,0.9182000160217285,0.28225070238113403
1,0.9199666380882263,0.27810320258140564,0.9275000095367432,0.25045979022979736
